kunde_id_1,kunde_id_2,relasjon
K128186,K102424,husstand
K100772,K132777,husstand
K113143,K130253,husstand
K123128,K131189,husstand
K122267,K115064,husstand
K137146,K131079,husstand
K129147,K125953,husstand
K129745,K127130,husstand
K120684,K122093,medlaantaker
K126414,K128265,husstand
K129407,K100456,husstand
K115311,K100909,husstand
K103586,K130644,husstand
K123752,K136160,husstand
K131075,K113521,husstand
K112936,K113035,husstand
K134011,K109358,husstand
K114576,K137960,husstand
K120738,K127350,husstand
K126766,K115713,husstand
K125676,K131350,medlaantaker
K134471,K103303,husstand
K108197,K133268,medlaantaker
K125439,K124579,husstand
K129616,K133744,husstand
K101893,K108406,husstand
K112527,K112297,husstand
K137102,K104161,husstand
K132262,K125068,medlaantaker
K116971,K125865,husstand
K135419,K103990,husstand
K112715,K133294,husstand
K112355,K104372,husstand
K100207,K128159,husstand
K132773,K103911,husstand
K102573,K107703,husstand
K126162,K101140,husstand
K124526,K111721,husstand
K127441,K108827,husstand
K112431,K130528,husstand
K111216,K102420,husstand
K118727,K133439,husstand
K129935,K135140,husstand
K114549,K105214,husstand
K127818,K107118,medlaantaker
K123952,K121015,husstand
K136126,K130184,medlaantaker
K112129,K115249,husstand
K133259,K115037,husstand
K131995,K108101,husstand
K109303,K120254,husstand
K136186,K126616,husstand
K117766,K104117,husstand
K101712,K126715,medlaantaker
K110897,K136202,husstand
K100329,K112790,medlaantaker
K129581,K128145,husstand
K133514,K125268,medlaantaker
K125546,K117889,medlaantaker
K100567,K100935,husstand
K125607,K114946,husstand
K112658,K127836,husstand
K130814,K106679,husstand
K138884,K111465,husstand
K128987,K137964,medlaantaker
K104691,K100774,husstand
K124523,K101208,husstand
K120911,K134887,husstand
K112123,K138319,husstand
K138967,K134514,husstand
K114215,K115828,husstand
K110542,K128995,husstand
K124624,K101500,husstand
K123346,K121813,husstand
K112325,K102771,husstand
K100633,K120012,husstand
K107107,K102382,husstand
K122779,K126189,husstand
K130654,K102331,husstand
K119971,K136395,medlaantaker
K109857,K131376,husstand
K121002,K132555,husstand
K134512,K135579,husstand
K101213,K106165,husstand
K123305,K106259,medlaantaker
K128633,K121596,husstand
K131231,K101573,husstand
K128573,K106411,husstand
K139634,K130932,husstand
K121081,K109190,husstand
K108948,K104437,medlaantaker
K105924,K132207,husstand
K136044,K130104,husstand
K139240,K124701,husstand
K101846,K138115,husstand
K134241,K138772,husstand
K126071,K137687,husstand
K132765,K111658,husstand
K139079,K127984,husstand
K112891,K115599,husstand
K120260,K120498,husstand
K139260,K122804,medlaantaker
K128685,K136962,husstand
K131496,K134546,husstand
K123560,K100408,husstand
K104678,K131860,husstand
K130157,K131372,husstand
K115092,K138576,husstand
K120060,K109889,husstand
K137521,K128499,husstand
K135823,K131752,husstand
K102097,K101831,husstand
K122878,K114763,husstand
K115049,K113996,husstand
K114409,K137622,medlaantaker
K111892,K114075,husstand
K105594,K105331,husstand
K104113,K117062,husstand
K117136,K117801,husstand
K123296,K107820,husstand
K129271,K120088,medlaantaker
K110830,K131248,husstand
K102270,K116611,husstand
K137841,K131928,medlaantaker
K105029,K132412,husstand
K104341,K109917,husstand
K111513,K111796,husstand
K108990,K137569,husstand
K103565,K113254,husstand
K116023,K112708,medlaantaker
K123158,K102409,husstand
K108525,K136048,husstand
K112199,K136348,husstand
K101086,K135724,husstand
K128280,K136544,husstand
K114526,K123069,husstand
K122996,K135087,husstand
K135096,K117400,husstand
K116020,K103272,husstand
K122325,K109947,husstand
K124814,K121831,husstand
K124743,K122442,husstand
K121093,K106128,husstand
K124954,K104634,husstand
K130573,K106080,husstand
K132250,K125262,medlaantaker
K135679,K112380,husstand
K114256,K110129,husstand
K122414,K137656,husstand
K101941,K108500,husstand
K133990,K139661,husstand
K138079,K134074,husstand
K135481,K108879,husstand
K113378,K107258,husstand
K100616,K123768,husstand
K123597,K117760,medlaantaker
K128677,K133100,medlaantaker
K135974,K125511,husstand
K104659,K107932,husstand
K139023,K110846,husstand
K113002,K110963,husstand
K125096,K118781,husstand
K134556,K125440,husstand
K135485,K126419,husstand
K138372,K105053,husstand
K108489,K100085,medlaantaker
K134391,K128960,husstand
K107607,K125506,husstand
K133347,K114116,medlaantaker
K117697,K103257,husstand
K107461,K124355,husstand
K139308,K103339,husstand
K102226,K105762,husstand
K137981,K139215,medlaantaker
K125867,K105223,husstand
K120462,K119249,husstand
K132695,K134625,husstand
K117319,K101604,husstand
K114121,K116573,husstand
K126484,K139014,husstand
K120350,K103065,husstand
K116845,K103386,medlaantaker
K132522,K114066,husstand
K114373,K118246,medlaantaker
K116855,K101064,husstand
K109300,K107551,husstand
K116330,K133770,husstand
K130143,K127367,husstand
K129952,K106373,husstand
K108602,K135505,husstand
K109183,K127191,husstand
K111360,K124444,husstand
K139628,K123222,husstand
K108843,K102090,husstand
K136231,K133696,husstand
K131907,K135793,medlaantaker
K103626,K129585,husstand
K102223,K126043,husstand
K102429,K134359,husstand
K104545,K111452,medlaantaker
K105137,K118790,medlaantaker
K110119,K120319,husstand
K122827,K108070,husstand
K109557,K116580,husstand
K119666,K137721,husstand
K106376,K124657,medlaantaker
K107023,K122464,husstand
K136283,K110551,medlaantaker
K100700,K136917,medlaantaker
K109613,K139119,husstand
K131497,K115550,husstand
K109949,K130875,husstand
K135629,K107655,husstand
K102451,K108551,husstand
K126106,K123244,husstand
K129166,K104300,husstand
K134736,K130187,husstand
K137654,K130345,medlaantaker
K107428,K112362,husstand
K120528,K132191,husstand
K136436,K129409,medlaantaker
K126203,K117476,husstand
K105837,K133305,husstand
K131114,K118729,husstand
K108423,K109356,husstand
K108973,K110349,medlaantaker
K131609,K108348,husstand
K135103,K138620,husstand
K112332,K136476,husstand
K125478,K135566,husstand
K130905,K102405,husstand
K132035,K125870,husstand
K129154,K135769,medlaantaker
K106575,K122327,husstand
K126057,K119334,husstand
K103137,K112025,husstand
K116501,K139911,husstand
K126235,K124231,husstand
K120976,K117142,husstand
K122187,K130975,husstand
K128918,K108219,husstand
K100558,K101094,husstand
K111540,K120673,husstand
K136807,K130891,husstand
K108752,K108781,husstand
K111908,K119084,husstand
K100128,K111803,husstand
K132643,K135861,husstand
K127904,K138874,husstand
K101833,K128195,husstand
K138883,K103813,husstand
K131479,K122643,husstand
K127515,K120430,husstand
K114197,K119263,medlaantaker
K123487,K134974,husstand
K118002,K116264,medlaantaker
K136059,K119538,husstand
K114646,K103377,husstand
K115800,K125567,husstand
K101404,K105389,medlaantaker
K101788,K102225,husstand
K117318,K115744,husstand
K100835,K104017,husstand
K102500,K109055,husstand
K120386,K126280,medlaantaker
K119636,K102170,husstand
K105267,K123531,husstand
K105986,K112203,husstand
K113286,K138103,medlaantaker
K112024,K112944,husstand
K111440,K123019,husstand
K127111,K137467,husstand
K125409,K131117,husstand
K116597,K121054,husstand
K117127,K117873,husstand
K125714,K123756,husstand
K119451,K102179,medlaantaker
K122270,K105532,husstand
K117859,K116792,husstand
K117495,K132071,husstand
K100775,K126673,husstand
K131135,K119428,husstand
K108129,K132612,husstand
K130800,K101258,husstand
K116070,K137535,husstand
K130696,K137097,husstand
K139252,K107470,husstand
K133623,K116993,husstand
K105970,K114972,husstand
K117552,K100026,husstand
K107937,K127722,husstand
K138543,K117414,medlaantaker
K110513,K131768,husstand
K127430,K102442,husstand
K105249,K114058,husstand
K105044,K120614,husstand
K117297,K104148,medlaantaker
K101117,K103054,husstand
K101991,K128472,husstand
K136058,K112172,husstand
K114866,K126342,husstand
K132875,K138492,husstand
K122299,K137926,husstand
K134302,K133229,husstand
K111868,K118949,husstand
K122489,K102644,medlaantaker
K129947,K108256,husstand
K124121,K131449,medlaantaker
K103563,K102977,husstand
K123896,K128865,medlaantaker
K112151,K124455,husstand
K117302,K103457,husstand
K110342,K109195,husstand
K107986,K138363,husstand
K100234,K119898,husstand
K124390,K123541,medlaantaker
K123431,K133991,husstand
K137525,K121466,husstand
K118404,K120607,husstand
K116976,K116320,medlaantaker
K118018,K107807,husstand
K109598,K124742,husstand
K104078,K124438,medlaantaker
K128137,K129812,husstand
K137047,K107706,husstand
K114795,K134263,husstand
K132557,K126691,husstand
K104355,K105146,husstand
K120113,K105397,medlaantaker
K120273,K105895,husstand
K127812,K116382,husstand
K113163,K102372,husstand
K131381,K131323,husstand
K107238,K107533,husstand
K137505,K139548,husstand
K104500,K105506,husstand
K137436,K134271,husstand
K129419,K134722,husstand
K122727,K138505,husstand
K124646,K119426,husstand
K139483,K133764,husstand
K102546,K136671,husstand
K132508,K101736,husstand
K124897,K127737,husstand
K110717,K109820,husstand
K115696,K127993,husstand
K137305,K110606,husstand
K132588,K101666,husstand
K116441,K131126,husstand
K126452,K125893,husstand
K121154,K112857,husstand
K134254,K111129,husstand
K119052,K139305,husstand
K126354,K104619,husstand
K120239,K112100,medlaantaker
K129335,K105084,husstand
K126372,K129918,husstand
K117564,K121209,medlaantaker
K119638,K112892,husstand
K122061,K105640,husstand
K110156,K100681,husstand
K127372,K127799,husstand
K106117,K132045,medlaantaker
K117437,K119269,medlaantaker
K123570,K116627,medlaantaker
K105738,K131517,husstand
K134337,K102227,husstand
K119330,K118509,husstand
K139745,K124078,husstand
K138155,K135279,husstand
K115032,K117887,husstand
K107030,K131888,husstand
K104616,K123370,husstand
K112147,K138134,husstand
K139334,K127880,medlaantaker
K135040,K137312,husstand
K110057,K115386,husstand
K138640,K125733,husstand
K125979,K114826,medlaantaker
K125405,K132535,husstand
K111475,K115454,husstand
K102550,K130146,husstand
K127923,K105720,medlaantaker
K119863,K130352,husstand
K115899,K103986,husstand
K114423,K109866,medlaantaker
K109620,K112066,husstand
K136978,K135786,husstand
K109456,K112301,medlaantaker
K129024,K123772,husstand
K118460,K137587,husstand
K105912,K119699,husstand
K100231,K101975,husstand
K120222,K101601,husstand
K102595,K101227,husstand
K102427,K127252,husstand
K134645,K138649,husstand
K130890,K126121,husstand
K139286,K121812,husstand
K103265,K129176,husstand
K123709,K105592,husstand
K129876,K124584,husstand
K120765,K138392,husstand
K115136,K119824,medlaantaker
K132880,K116642,husstand
K104508,K109961,husstand
K121586,K117912,medlaantaker
K129975,K104493,husstand
K127932,K132948,medlaantaker
K124564,K117910,medlaantaker
K116587,K114470,husstand
K111085,K128514,medlaantaker
K102197,K139033,husstand
K117335,K139432,husstand
K121704,K116900,husstand
K101274,K138041,husstand
K137522,K120603,medlaantaker
K114881,K113520,husstand
K107491,K126483,husstand
K128390,K103464,medlaantaker
K135871,K129042,husstand
K106387,K117890,husstand
K125866,K121489,husstand
K129236,K131997,husstand
K122154,K124955,husstand
K121951,K130870,husstand
K120460,K108798,husstand
K130998,K114365,medlaantaker
K108476,K109694,husstand
K105375,K121347,husstand
K122803,K137765,husstand
K114089,K114091,husstand
K112811,K131440,husstand
K110511,K136411,husstand
K130847,K115034,husstand
K138487,K119224,husstand
K103275,K138554,husstand
K115625,K112582,husstand
K136939,K130243,husstand
K134603,K134877,husstand
K107845,K104007,husstand
K120297,K137725,medlaantaker
K122553,K130482,medlaantaker
K129743,K100630,husstand
K107819,K122662,husstand
K106716,K125895,husstand
K124703,K114459,husstand
K135394,K120845,husstand
K135470,K126386,husstand
