kunde_id;alder;fylke;kundeforhold_aar;antall_produkter;antall_produkter_naa;har_kundeprogram;laanebalanse;rente_boliglaan;innskudd;raadgiversamtaler_12mnd;avslutningsgebyr;avgang_6mnd
K119524;18,0;Vestland;1,4;5;6;JA;2018000,0;5,7;382400,0;0;;0
K121445;42,0;Vestfold;8,2;3;2;JA;0,0;;72700,0;1;;0
K106609;36,0;Rogaland;12,1;2;2;JA;2200000,0;5,17;804500,0;1;;0
K128260;52,0;Telemark;7,2;4;4;JA;0,0;;22100,0;0;;0
K133867;68,0;Rogaland;11,5;4;4;nei;4032000,0;5,03;242100,0;1;;0
K105446;20,0;Oslo;16,0;5;4;JA;0,0;;108700,0;0;1177,0;1
K109209;39,0;Rogaland;3,3;6;5;0;0,0;;10700,0;0;1343,0;1
K113847;41,0;Agder;7,7;4;4;0;1832000,0;4,98;207300,0;0;;0
K127667;35,0;Rogaland;0,4;3;3;JA;4075000,0;5,95;369300,0;0;;0
K127910;27,0;Agder;7,9;2;2;JA;0,0;;129100,0;1;;0
K103508;55,0;Agder;4,3;7;7;nei;1514000,0;5,32;93100,0;0;;0
K117014;58,0;Rogaland;15,9;4;4;nei;0,0;;49000,0;1;;0
K118513;72,0;Vestland;1,9;5;5;1;1718000,0;4,99;434400,0;0;;0
K110037;35,0;Rogaland;18,2;4;3;Ja;2069000,0;5,98;13500,0;0;;0
K136264;66,0;Vestfold;23,9;4;4;Nei;1738000,0;5,25;143000,0;0;;0
K117451;38,0;Oslo;21,1;2;2;1;0,0;;8700,0;0;;0
K137598;22,0;Oslo;1,1;6;6;0;0,0;;54800,0;1;;0
K116440;53,0;Rogaland;4,7;3;3;nei;2058000,0;5,14;187900,0;1;;0
K119789;46,0;Rogaland;15,6;4;4;Ja;0,0;;198800,0;0;;0
K127144;26,0;Rogaland;40,0;3;3;JA;0,0;;347300,0;2;;0
K131389;64,0;Rogaland;3,2;3;3;ja;1303000,0;5,47;24100,0;0;;0
K118996;62,0;Rogaland;5,6;3;3;1;0,0;;37200,0;0;;0
K130545;34,0;Telemark;9,7;4;4;1;2690000,0;5,62;130800,0;0;;0
K110293;42,0;Vestfold;27,2;1;1;1;809000,0;5,46;135300,0;1;;0
K127023;18,0;Oslo;2,4;5;6;ja;0,0;;119200,0;1;;0
K133590;22,0;Rogaland;5,1;5;5;0;0,0;;70200,0;0;;0
K139787;53,0;Oslo;4,6;2;2;0;2988000,0;5,19;168900,0;1;;0
K127116;58,0;Vestland;8,4;3;3;JA;1330000,0;5,74;321700,0;0;;0
K136505;42,0;Vestland;5,4;3;3;0;0,0;;80200,0;0;;0
K113446;49,0;Agder;2,1;3;3;1;1155000,0;5,05;85800,0;1;;0
K133979;24,0;Rogaland;0,3;3;3;nei;1166000,0;5,52;466400,0;0;;0
K123542;38,0;Vestland;8,5;4;4;Ja;1478000,0;5,18;190600,0;0;;0
K117491;29,0;Vestland;13,1;3;1;nei;1416000,0;5,74;15800,0;0;1194,0;1
K122204;44,0;Telemark;4,4;4;4;ja;1949000,0;5,77;556600,0;0;;0
K136345;32,0;Vestland;14,0;2;2;JA;3736000,0;5,18;129200,0;1;;0
K135067;71,0;Rogaland;3,4;1;1;0;0,0;;353400,0;0;;0
K120799;31,0;Rogaland;5,0;7;7;JA;2501000,0;5,86;370700,0;1;;0
K116444;34,0;Agder;5,7;3;2;ja;1683000,0;5,2;59200,0;0;;0
K122527;56,0;Rogaland;12,7;3;3;1;0,0;;105400,0;2;;0
K101813;46,0;Vestfold;4,0;3;3;JA;0,0;;216400,0;0;;0
K137134;52,0;Rogaland;6,1;1;1;0;607000,0;5,41;340500,0;0;;0
K126488;20,0;Agder;2,8;2;2;0;1187000,0;5,84;136600,0;0;;0
K135047;57,0;Oslo;2,9;2;1;1;1865000,0;5,1;30400,0;1;;0
K127956;37,0;Rogaland;2,4;3;3;0;0,0;;353600,0;0;;0
K138829;47,0;Agder;2,7;3;3;JA;0,0;;186200,0;1;;0
K111177;56,0;Vestfold;2,0;2;2;0;2500000,0;5,01;49800,0;1;;0
K129199;;Agder;1,0;5;5;JA;2010000,0;5,56;264500,0;0;;0
K113207;78,0;Vestfold;17,1;4;4;Nei;1533000,0;5,18;125000,0;2;;0
K123976;22,0;Vestfold;0,2;4;4;1;3414000,0;5,24;78300,0;0;;0
K133757;19,0;Rogaland;28,3;4;4;nei;0,0;;155300,0;0;;0
K132529;62,0;Rogaland;0,2;6;6;nei;2259000,0;5,41;58700,0;1;;0
K124180;22,0;Rogaland;2,5;3;3;1;2049000,0;5,67;32400,0;0;;0
K106484;57,0;Rogaland;3,9;3;3;1;1174000,0;5,21;27600,0;2;;0
K103925;60,0;Agder;18,2;3;3;0;0,0;;72100,0;0;;0
K119934;68,0;Rogaland;3,4;3;3;nei;0,0;;58100,0;0;;0
K137760;61,0;Rogaland;3,1;4;4;1;0,0;;160100,0;0;;0
K139261;59,0;Telemark;11,3;3;3;1;2120000,0;5,29;22000,0;0;;0
K121369;28,0;Rogaland;5,0;2;2;0;1972000,0;5,56;1006400,0;0;;0
K115493;28,0;Telemark;5,6;5;5;Ja;0,0;;254800,0;1;;0
K102463;27,0;Rogaland;12,8;3;3;nei;0,0;;185600,0;0;;0
K118368;57,0;Telemark;1,3;4;3;Nei;2635000,0;4,91;90500,0;1;;0
K129685;39,0;Vestfold;10,5;3;3;1;3309000,0;5,38;40000,0;0;;0
K123763;50,0;Rogaland;12,0;3;3;0;0,0;;41400,0;0;;0
K108634;36,0;Telemark;6,4;3;3;ja;1851000,0;5,47;264600,0;0;;0
K128107;45,0;Agder;19,3;5;5;0;1991000,0;5,14;71500,0;0;;0
K137260;37,0;Rogaland;17,4;5;5;ja;0,0;;22700,0;0;;0
K138974;18,0;Telemark;9,2;3;3;1;3789000,0;5,31;358400,0;0;;0
K135042;35,0;Oslo;2,8;3;3;Ja;1723000,0;5,62;228900,0;0;;0
K106120;78,0;Rogaland;15,6;4;3;Nei;2695000,0;5,3;41100,0;0;;0
K108947;40,0;Rogaland;1,3;3;0;0;2255000,0;5,33;169200,0;0;1061,0;1
K132177;33,0;Vestfold;13,2;2;2;0;2019000,0;5,15;118600,0;1;;0
K117144;39,0;Vestfold;33,2;3;3;Ja;654000,0;5,19;31200,0;0;;0
K102542;41,0;Vestfold;8,2;3;3;JA;4680000,0;5,46;323500,0;0;;0
K124373;51,0;Vestfold;10,5;2;3;nei;0,0;;31800,0;0;;0
K106145;39,0;Agder;5,4;1;1;nei;2057000,0;5,21;23400,0;0;;0
K120710;50,0;Oslo;6,4;5;5;ja;4050000,0;5,45;84200,0;0;;0
K102517;69,0;Agder;1,1;4;5;0;2988000,0;5,89;407800,0;1;;0
K102099;71,0;Oslo;5,4;2;2;nei;0,0;;201200,0;0;;0
K114948;37,0;Vestland;6,3;3;3;ja;3093000,0;6,08;250200,0;1;;0
K136042;46,0;Agder;28,8;4;4;nei;0,0;;4924200,0;0;1208,0;1
K111979;18,0;Rogaland;5,8;2;2;1;698000,0;5,68;155900,0;0;;0
K113020;33,0;Rogaland;6,0;3;4;Ja;0,0;;303200,0;1;;0
K129329;58,0;Rogaland;22,3;3;0;Nei;1700000,0;5,62;111800,0;0;1161,0;1
K113639;35,0;Vestfold;7,1;9;9;ja;0,0;;122400,0;0;;0
K123687;69,0;Telemark;18,0;2;1;1;3966000,0;4,63;14200,0;0;;0
K129007;50,0;Oslo;3,4;4;4;Ja;2769000,0;5,47;536200,0;0;;0
K112972;45,0;Telemark;6,6;2;2;0;1259000,0;5,1;16900,0;0;;0
K110009;58,0;Agder;2,8;2;2;nei;2965000,0;5,47;98600,0;0;;0
K107946;56,0;Rogaland;14,6;3;3;0;938000,0;5,39;49600,0;0;;0
K105159;18,0;Telemark;4,8;2;2;JA;2066000,0;6,15;127900,0;1;;0
K139765;60,0;Rogaland;2,0;4;4;JA;1219000,0;5,59;69400,0;1;;0
K104080;64,0;Agder;2,6;2;2;JA;1321000,0;5,68;9900,0;0;;0
K120465;27,0;Agder;6,6;4;4;Ja;0,0;;115100,0;0;;0
K115282;41,0;Rogaland;3,6;1;1;0;1121000,0;5,07;388900,0;0;;0
K132378;54,0;Vestland;0,7;4;4;JA;1052000,0;5,05;149600,0;0;;0
K105099;30,0;Rogaland;3,5;4;4;0;0,0;;98800,0;0;;0
K110254;55,0;Vestfold;7,2;6;7;1;0,0;;257500,0;0;;0
K127097;80,0;Agder;3,1;2;2;Ja;0,0;;120100,0;0;;0
K103617;35,0;Rogaland;0,5;6;6;1;0,0;;113400,0;0;;0
K117427;61,0;Vestfold;9,6;2;2;1;1809000,0;5,85;55700,0;1;;0
K115761;46,0;Agder;26,8;3;3;Ja;1236000,0;5,4;111800,0;0;;0
K106022;44,0;Oslo;2,0;4;4;ja;3418000,0;5,82;13100,0;0;;0
K110133;28,0;Agder;15,0;2;2;Ja;4649000,0;5,9;440800,0;0;;0
K126751;41,0;Vestfold;18,3;3;4;1;3406000,0;5,5;359000,0;0;;0
K128736;32,0;Rogaland;5,8;4;5;ja;2027000,0;5,88;142200,0;0;;0
K105220;61,0;Rogaland;4,1;2;1;0;0,0;;60500,0;1;;0
K101991;55,0;Rogaland;0,4;5;5;Ja;1878000,0;5,35;302000,0;0;;0
K103111;65,0;Telemark;0,7;4;4;JA;0,0;;85600,0;0;;0
K136959;66,0;Rogaland;0,7;3;2;1;3016000,0;5,3;59200,0;1;1019,0;1
K115927;51,0;Agder;5,9;3;2;nei;0,0;;372000,0;1;;0
K132389;54,0;Telemark;12,2;2;2;0;4237000,0;5,55;53300,0;1;;0
K135177;40,0;Vestland;2,8;5;5;nei;4311000,0;5,49;208500,0;0;;0
K131904;76,0;Telemark;4,2;2;1;0;3136000,0;4,88;51200,0;0;;0
K102672;39,0;Vestfold;22,8;2;3;JA;0,0;;48800,0;0;;0
K135078;40,0;Rogaland;4,9;3;3;1;5143000,0;5,02;168100,0;0;;0
K134170;50,0;Oslo;2,6;5;5;ja;1582000,0;5,13;309600,0;0;;0
K133336;48,0;Telemark;0,6;2;2;Nei;2613000,0;5,96;68800,0;0;;0
K123675;58,0;Rogaland;10,0;1;1;nei;2724000,0;5,82;25700,0;0;;0
K131900;56,0;Rogaland;9,4;3;3;ja;1849000,0;5,72;230900,0;1;;0
K139178;55,0;Vestfold;3,7;4;4;0;1397000,0;5,38;34300,0;0;1221,0;1
K113874;47,0;Agder;0,7;2;2;JA;0,0;;135700,0;0;;0
K124839;49,0;Vestland;7,0;3;1;ja;1924000,0;5,51;346400,0;0;1301,0;1
K128776;51,0;Agder;4,3;2;2;1;2094000,0;5,76;39700,0;1;;0
K102609;25,0;Vestland;4,1;4;4;1;0,0;;10900,0;3;;0
K110024;66,0;Vestland;6,4;4;4;0;0,0;;13300,0;0;;0
K133051;47,0;Rogaland;7,8;5;5;0;0,0;;8300,0;0;;0
K117242;89,0;Rogaland;40,0;4;4;ja;1793000,0;5,49;86200,0;3;;0
K125864;38,0;Vestland;12,6;4;4;JA;0,0;;114300,0;0;;0
K117323;47,0;Rogaland;3,8;2;2;Ja;1361000,0;5,0;104100,0;0;;0
K120701;40,0;Telemark;7,0;2;2;JA;1084000,0;5,19;35700,0;2;;0
K118489;;Agder;1,9;2;2;ja;3100000,0;5,52;385700,0;0;;0
K102493;34,0;Rogaland;0,2;2;2;Nei;1571000,0;5,65;104300,0;0;;0
K109117;18,0;Vestland;2,5;4;4;0;2736000,0;4,94;55800,0;1;;0
K117112;38,0;Oslo;12,9;3;3;JA;1422000,0;5,97;71600,0;0;;0
K117192;38,0;Telemark;4,6;1;1;Nei;2847000,0;4,97;101200,0;1;;0
K110677;53,0;Rogaland;1,4;7;7;JA;1453000,0;5,43;49800,0;0;;0
K127439;37,0;Vestland;11,8;2;1;JA;2141000,0;5,79;130900,0;0;1317,0;1
K135858;43,0;Vestfold;11,9;5;5;JA;0,0;;139700,0;0;;0
K120356;36,0;Telemark;38,1;2;2;JA;0,0;;24400,0;1;;0
K122265;39,0;Oslo;0,7;5;5;nei;0,0;;10400,0;0;;0
K108209;66,0;Vestfold;4,9;4;4;0;2040000,0;4,97;263300,0;0;;0
K124191;39,0;Rogaland;3,4;6;6;JA;1435000,0;5,59;43100,0;1;;0
K135571;28,0;Rogaland;3,8;3;3;ja;0,0;;81500,0;0;;0
K135708;40,0;Agder;32,9;3;3;ja;1750000,0;6,36;49500,0;1;;0
K136322;55,0;Agder;21,7;2;2;0;1187000,0;6,12;89700,0;0;;0
K129363;71,0;Vestland;0,2;2;2;0;1274000,0;5,57;46800,0;0;;0
K111656;47,0;Agder;10,2;3;3;Ja;3201000,0;5,46;98700,0;0;;0
K125736;34,0;Agder;6,9;4;4;nei;0,0;;119100,0;1;;0
K120004;42,0;Vestfold;0,5;1;1;JA;1941000,0;5,33;76800,0;1;;0
K131780;69,0;Rogaland;2,4;5;5;nei;0,0;;15300,0;0;;0
K110568;27,0;Agder;9,9;6;3;Nei;0,0;;21500,0;1;1111,0;1
K100664;45,0;Rogaland;27,3;4;3;Nei;0,0;;460900,0;2;1103,0;1
K115732;42,0;Vestland;0,3;3;3;ja;3803000,0;4,72;85400,0;0;;0
K128310;18,0;Rogaland;0,2;1;2;JA;0,0;;661300,0;0;;0
K101974;25,0;Oslo;18,0;2;2;1;1333000,0;5,73;1624900,0;1;;0
K107965;31,0;Oslo;11,8;5;4;Nei;2555000,0;5,83;475500,0;0;;0
K111069;63,0;Agder;26,6;7;7;1;1374000,0;5,01;79100,0;1;;0
K134128;65,0;Agder;0,2;5;5;nei;0,0;;41700,0;0;;0
K122087;72,0;Vestfold;6,8;3;3;0;3662000,0;5,59;27900,0;0;;0
K115008;24,0;Telemark;12,2;5;5;0;0,0;;85400,0;1;;0
K122706;33,0;Agder;5,3;7;7;1;4693000,0;4,99;150700,0;0;;0
K135480;53,0;Rogaland;10,8;3;3;nei;1189000,0;5,03;23900,0;0;;0
K107187;57,0;Vestland;2,3;5;5;ja;2192000,0;5,64;31800,0;0;;0
K123872;31,0;Agder;35,9;1;0;Nei;1585000,0;5,59;122600,0;2;1259,0;1
K120732;55,0;Rogaland;0,2;4;4;0;5851000,0;5,67;82600,0;0;;0
K121263;47,0;Vestfold;5,7;2;2;nei;772000,0;5,11;298800,0;1;;0
K129206;24,0;Oslo;32,4;4;4;ja;2005000,0;5,67;53600,0;1;;0
K131070;38,0;Rogaland;2,9;4;4;0;2048000,0;5,98;96300,0;0;1242,0;1
K123759;32,0;Telemark;12,1;3;3;1;1097000,0;5,49;69200,0;1;;0
K112919;33,0;Agder;2,6;3;3;nei;1178000,0;6,16;231800,0;2;;0
K124516;;Oslo;3,6;1;1;nei;0,0;;25400,0;0;;0
K102170;32,0;Rogaland;8,0;4;4;1;3552000,0;5,7;192100,0;1;;0
K123170;;Rogaland;0,4;2;2;0;2134000,0;5,62;18000,0;2;;0
K117833;29,0;Rogaland;7,1;2;2;0;1805000,0;5,18;365900,0;1;;0
K128012;56,0;Vestfold;17,4;3;0;Ja;4573000,0;5,51;229400,0;1;1177,0;1
K121976;30,0;Agder;38,3;2;0;Nei;2639000,0;5,06;192100,0;1;754,0;1
K139841;18,0;Vestfold;26,3;4;4;Ja;0,0;;54000,0;0;;0
K108588;57,0;Oslo;1,6;3;3;0;0,0;;458800,0;0;;0
K126388;44,0;Oslo;4,3;3;3;JA;1251000,0;4,98;71800,0;0;;0
K113563;45,0;Oslo;2,1;2;2;JA;0,0;;48400,0;1;;0
K121073;29,0;Rogaland;32,3;4;1;0;1337000,0;5,62;579200,0;2;1153,0;1
K137416;56,0;Rogaland;7,2;2;0;Nei;2506000,0;5,57;15200,0;1;1099,0;1
K132248;41,0;Rogaland;8,6;2;2;JA;0,0;;166300,0;0;;0
K137203;48,0;Telemark;1,4;5;5;nei;2699000,0;5,52;763000,0;2;;0
K123859;55,0;Rogaland;7,2;4;4;1;1215000,0;5,52;10300,0;2;;0
K128144;53,0;Agder;2,0;2;2;1;2458000,0;5,23;149800,0;0;;0
K123148;38,0;Vestfold;6,5;4;4;0;2726000,0;5,55;165600,0;0;;0
K138715;52,0;Rogaland;14,0;3;3;JA;3137000,0;5,44;22800,0;0;;0
K131004;38,0;Rogaland;11,4;2;2;1;1391000,0;5,43;213200,0;1;;0
K120264;18,0;Oslo;25,4;4;5;Ja;0,0;;127600,0;0;;0
K129582;45,0;Oslo;0,3;1;0;0;0,0;;87300,0;0;1263,0;1
K114579;39,0;Oslo;7,7;1;1;0;506000,0;5,34;247300,0;0;;0
K116025;47,0;Vestfold;7,3;2;2;1;0,0;;19300,0;0;;0
K108207;47,0;Agder;3,0;2;2;nei;4957000,0;5,18;173600,0;0;;0
K103289;30,0;Oslo;1,6;4;3;JA;3291000,0;5,55;63400,0;0;;0
K115254;47,0;Agder;7,3;3;4;1;3156000,0;5,09;21200,0;1;;0
K129996;49,0;Telemark;15,7;2;2;Ja;0,0;;134400,0;0;;0
K109799;26,0;Vestfold;15,3;2;2;Nei;0,0;;169600,0;2;;0
K110516;47,0;Rogaland;1,2;3;3;Nei;4474000,0;5,8;165900,0;0;;0
K120337;58,0;Rogaland;4,1;2;2;ja;3719000,0;4,95;117000,0;1;;0
K113611;18,0;Rogaland;2,1;6;6;ja;1683000,0;5,53;50000,0;1;;0
K117556;30,0;Vestland;1,3;2;2;1;4899000,0;5,64;1249800,0;0;;0
K138434;65,0;Rogaland;16,1;4;4;Nei;1400000,0;5,01;26500,0;0;;0
K113340;38,0;Agder;2,7;1;2;ja;1885000,0;5,34;400000,0;0;;0
K133455;48,0;Rogaland;28,7;3;3;Nei;0,0;;881600,0;1;;0
K136664;22,0;Rogaland;8,2;6;5;Nei;3256000,0;5,16;58300,0;0;1198,0;1
K122071;47,0;Telemark;5,4;3;3;1;1847000,0;5,59;105500,0;0;;0
K104234;66,0;Rogaland;1,0;1;1;ja;2011000,0;5,35;641800,0;1;;0
K125223;48,0;Oslo;3,5;3;3;Ja;3455000,0;5,57;157200,0;2;;0
K118539;59,0;Rogaland;2,9;6;6;ja;2886000,0;5,33;44000,0;2;;0
K139564;30,0;Vestfold;7,1;2;1;0;2570000,0;5,87;170300,0;1;;0
K112390;18,0;Vestfold;4,9;2;2;Ja;3311000,0;5,0;149600,0;1;;0
K112353;51,0;Rogaland;10,7;4;4;Ja;1663000,0;5,96;268100,0;0;;0
K110213;52,0;Vestland;1,8;6;5;nei;1966000,0;5,33;186100,0;0;;0
K101315;75,0;Rogaland;8,9;3;3;nei;1349000,0;5,62;974000,0;1;;0
K129069;63,0;Vestfold;12,7;2;2;Ja;3164000,0;5,58;28200,0;0;;0
K130670;65,0;Agder;0,2;3;3;Ja;3752000,0;5,72;58600,0;1;;0
K139593;26,0;Agder;11,2;3;4;nei;0,0;;246400,0;0;;0
K110398;47,0;Oslo;13,1;2;2;0;4139000,0;5,36;75000,0;0;;0
K106573;28,0;Agder;1,6;4;4;JA;0,0;;29700,0;0;;0
K114032;22,0;Rogaland;10,5;4;4;0;1778000,0;5,57;166600,0;1;;0
K104148;44,0;Vestland;3,8;3;2;1;1689000,0;5,32;301200,0;1;;0
K111459;31,0;Agder;19,5;1;1;Ja;1260000,0;5,46;59200,0;0;;0
K124167;56,0;Telemark;2,1;5;5;1;0,0;;41200,0;0;;0
K113104;55,0;Agder;4,2;4;4;Ja;2280000,0;5,47;17100,0;1;;0
K107024;47,0;Rogaland;1,7;4;4;nei;2299000,0;5,98;76000,0;0;;0
K107401;;Rogaland;0,5;5;5;Nei;1680000,0;5,32;60200,0;0;;0
K134765;68,0;Vestland;22,9;4;4;ja;0,0;;204500,0;0;;0
K114955;44,0;Rogaland;14,8;5;5;ja;0,0;;965200,0;0;;0
K131003;69,0;Telemark;27,9;3;4;1;0,0;;234900,0;0;;0
K109383;48,0;Vestland;2,0;1;1;Ja;1714000,0;5,62;971800,0;0;;0
K114326;35,0;Oslo;19,5;3;3;Ja;2526000,0;5,97;133400,0;0;;0
K108599;41,0;Telemark;1,1;4;3;1;4100000,0;5,36;162700,0;0;1131,0;1
K124018;22,0;Rogaland;10,6;2;2;Nei;1285000,0;5,39;54300,0;1;;0
K108135;56,0;Rogaland;5,1;2;2;Nei;2867000,0;5,61;14900,0;0;;0
K108877;24,0;Telemark;3,6;2;2;Ja;2894000,0;5,62;17900,0;0;;0
K126635;77,0;Telemark;14,2;3;4;0;0,0;;35400,0;0;;0
K121905;53,0;Agder;1,1;2;3;ja;3283000,0;6,02;924300,0;0;;0
K120503;68,0;Rogaland;3,0;3;3;1;2211000,0;5,39;175400,0;1;;0
K131222;25,0;Vestfold;8,0;4;4;0;2185000,0;5,52;21900,0;2;;0
K109767;18,0;Agder;0,4;7;7;Ja;2244000,0;5,43;60600,0;0;;0
K103918;50,0;Vestland;18,2;6;6;0;1157000,0;5,16;47200,0;0;;0
K132852;59,0;Rogaland;11,9;3;3;1;0,0;;5700,0;0;;0
K132482;72,0;Rogaland;1,5;4;4;Nei;0,0;;22900,0;0;;0
K114634;55,0;Agder;19,5;3;3;Nei;0,0;;63800,0;1;;0
K113564;44,0;Vestfold;5,6;4;4;Nei;0,0;;71500,0;0;;0
K121993;44,0;Rogaland;1,0;1;1;nei;0,0;;159900,0;0;;0
K139113;;Vestland;10,1;2;3;nei;2095000,0;5,4;33000,0;0;;0
K105853;23,0;Oslo;3,0;2;2;0;2861000,0;6,02;469600,0;0;;0
K127351;54,0;Oslo;2,8;4;4;ja;751000,0;5,14;192900,0;1;;0
K129288;48,0;Oslo;12,2;8;8;JA;1635000,0;5,12;328900,0;0;;0
K123590;35,0;Rogaland;3,4;1;0;1;1289000,0;4,77;28000,0;0;1263,0;1
K135181;62,0;Telemark;0,8;3;2;Ja;0,0;;64900,0;0;;0
K109961;42,0;Rogaland;3,1;7;6;nei;0,0;;205500,0;0;;0
K121684;47,0;Agder;0,9;6;6;Nei;1257000,0;5,22;241100,0;2;;0
K103034;63,0;Telemark;5,1;4;3;0;0,0;;21000,0;1;;0
K101917;62,0;Rogaland;11,0;3;3;JA;1202000,0;6,09;259900,0;1;;0
K139082;25,0;Vestfold;6,5;1;0;Nei;0,0;;47700,0;0;1264,0;1
K114342;44,0;Rogaland;0,6;2;2;Ja;0,0;;25900,0;0;;0
K103482;62,0;Oslo;3,2;3;3;JA;4768000,0;5,34;70400,0;1;;0
K100369;60,0;Vestland;1,1;6;7;Ja;1933000,0;5,8;114000,0;0;;0
K107828;64,0;Vestland;4,2;6;7;Ja;1361000,0;5,65;13800,0;0;;0
K108717;69,0;Vestfold;1,0;4;4;nei;2638000,0;5,24;69000,0;0;;0
K133579;57,0;Rogaland;3,3;2;2;1;2225000,0;5,32;1117200,0;0;;0
K107304;45,0;Agder;20,2;3;2;ja;0,0;;324700,0;0;;0
K113287;;Telemark;1,4;2;2;0;1455000,0;5,11;83400,0;1;;0
K125669;48,0;Vestfold;17,9;2;2;Nei;927000,0;5,67;59000,0;0;;0
K107636;75,0;Agder;0,9;3;3;ja;1900000,0;5,19;33000,0;0;;0
K129785;48,0;Vestfold;2,0;5;5;nei;0,0;;527400,0;2;;0
K119895;68,0;Rogaland;5,2;1;1;Ja;0,0;;78700,0;0;;0
K103291;50,0;Agder;0,9;4;4;JA;0,0;;33200,0;2;;0
K113660;46,0;Oslo;8,4;2;2;JA;3011000,0;5,5;1364500,0;0;;0
K101923;64,0;Rogaland;6,4;2;2;1;1612000,0;5,72;76700,0;3;;0
K118554;33,0;Rogaland;11,1;4;4;0;3053000,0;5,05;165300,0;0;;0
K106235;42,0;Agder;8,2;1;1;Nei;1313000,0;5,28;187200,0;0;;0
K124482;46,0;Rogaland;3,7;3;3;Ja;0,0;;42600,0;1;;0
K134409;38,0;Rogaland;26,0;4;4;Ja;0,0;;84000,0;0;;0
K135071;18,0;Rogaland;6,5;1;1;ja;1727000,0;5,74;68400,0;1;1474,0;1
K120236;50,0;Vestfold;15,1;3;2;1;0,0;;12300,0;0;;0
K111084;50,0;Rogaland;4,7;2;3;Nei;0,0;;53100,0;0;;0
K137347;43,0;Vestfold;19,5;4;3;1;2776000,0;5,18;327800,0;1;;0
K139518;24,0;Rogaland;18,9;2;2;0;0,0;;239100,0;0;;0
K110420;56,0;Agder;4,3;2;2;JA;0,0;;66700,0;0;;0
K109373;49,0;Rogaland;2,3;7;7;JA;2944000,0;5,68;124900,0;1;;0
K104144;69,0;Vestland;5,4;3;4;0;0,0;;325900,0;1;;0
K110228;20,0;Rogaland;25,5;3;0;Nei;1468000,0;5,86;116700,0;0;1463,0;1
K103945;45,0;Telemark;10,8;4;4;Nei;1744000,0;5,05;71000,0;0;;0
K135222;62,0;Telemark;10,1;2;1;nei;2480000,0;5,32;94100,0;1;;0
K101399;23,0;Agder;6,6;3;2;1;0,0;;297400,0;1;1133,0;1
K130805;76,0;Agder;15,2;4;4;JA;1562000,0;5,84;145400,0;1;;0
K105640;39,0;Rogaland;7,5;2;2;nei;0,0;;152400,0;0;;0
K129134;28,0;Rogaland;15,7;5;5;0;4192000,0;6,24;264700,0;0;;0
K120454;;Rogaland;0,6;6;7;Nei;0,0;;210400,0;0;;0
K114058;44,0;Vestfold;3,1;4;4;JA;2065000,0;5,41;119500,0;0;;0
K137602;57,0;Vestfold;3,0;4;4;nei;2917000,0;5,22;504800,0;2;;0
K129213;46,0;Vestfold;6,3;1;1;nei;2476000,0;5,62;634800,0;0;;0
K107835;27,0;Rogaland;0,8;3;3;1;936000,0;5,85;621600,0;0;;0
K132175;52,0;Agder;8,9;4;4;Ja;3119000,0;5,04;58000,0;0;;0
K130407;48,0;Oslo;2,6;3;2;ja;2846000,0;6,25;130400,0;0;;0
K123773;58,0;Agder;11,2;3;3;0;0,0;;58200,0;0;;0
K125125;38,0;Oslo;14,7;3;2;nei;0,0;;155800,0;1;;0
K131541;70,0;Agder;9,2;3;3;ja;1812000,0;5,01;61800,0;0;;0
K125825;55,0;Agder;2,1;1;1;Ja;0,0;;88300,0;1;;0
K128873;40,0;Vestfold;10,0;4;4;ja;1035000,0;4,65;898800,0;2;;0
K128748;36,0;Oslo;10,4;3;3;0;0,0;;135100,0;0;;0
K104764;65,0;Telemark;24,5;2;2;1;4278000,0;5,34;211900,0;0;;0
K108639;34,0;Rogaland;4,9;3;3;Nei;1595000,0;5,78;37800,0;0;;0
K114294;48,0;Vestfold;1,4;3;3;JA;2323000,0;5,83;76700,0;0;;0
K122826;50,0;Telemark;3,7;4;2;Nei;0,0;;95600,0;1;1284,0;1
K121982;58,0;Vestfold;5,2;2;2;JA;2724000,0;5,14;71300,0;1;;0
K114036;23,0;Vestfold;2,6;2;1;Ja;0,0;;26600,0;0;;0
K121007;43,0;Rogaland;7,2;2;2;nei;0,0;;228100,0;1;;0
K122169;45,0;Telemark;33,2;1;2;ja;1973000,0;5,87;701900,0;0;;0
K138710;53,0;Telemark;27,8;2;2;ja;4659000,0;5,91;74200,0;0;;0
K101562;33,0;Rogaland;10,6;5;6;Ja;0,0;;61100,0;0;;0
K114419;31,0;Rogaland;6,3;1;1;1;2538000,0;5,23;323000,0;2;;0
K103228;56,0;Agder;2,8;2;0;nei;0,0;;17400,0;1;994,0;1
K120612;44,0;Rogaland;6,8;4;5;Ja;0,0;;49000,0;1;;0
K129623;36,0;Telemark;2,2;7;7;JA;1431000,0;5,31;20100,0;1;;0
K110179;23,0;Agder;3,3;3;2;JA;1559000,0;5,23;7500,0;1;1327,0;1
K123517;18,0;Telemark;3,9;3;3;nei;0,0;;66900,0;0;;0
K100801;29,0;Rogaland;6,6;1;1;Nei;0,0;;352600,0;0;;0
K125224;40,0;Telemark;7,0;7;7;1;0,0;;41600,0;0;;0
K128611;54,0;Vestfold;6,1;5;5;nei;0,0;;31700,0;0;;0
K127420;41,0;Rogaland;26,1;1;1;0;0,0;;512200,0;0;;0
